url,name
https://www.uber.com,uber
https://www.lyft.com,lyft
https://www.facebook.com,facebook
https://www.amazon.com,amazon
https://www.netflix.com,netflix
https://www.tiktok.com,tiktok
https://www.github.com,github
https://www.instagram.com,instagram
https://telegram.org,telegram
https://paypal.com,paypal
https://hulu.com,hulu
https://bumble.com,bumble
https://linkedin.com,linkedin



